time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-19T23:58:40.990Z,38.8149986,-122.8290024,2.07,0.56,md,7,126,0.006123,0.01,nc,nc73390636,2020-05-20T00:34:02.910Z,"8km WNW of The Geysers, CA",earthquake,0.44,1.35,,1,automatic,nc,nc
2020-05-19T23:54:29.450Z,38.195,-117.831,4.3,2.2,ml,12,171.01,0.071,0.06,nn,nn00728855,2020-05-20T00:16:12.862Z,"54km WNW of Tonopah, Nevada",earthquake,,3.7,,,automatic,nn,nn
2020-05-19T23:52:21.510Z,18.0128,-66.8175,15,1.87,md,15,135,0.0723,0.16,pr,pr2020140020,2020-05-20T09:35:11.788Z,"2km WSW of Guayanilla, Puerto Rico",earthquake,0.37,0.63,0.11,5,reviewed,pr,pr
2020-05-19T23:48:48.130Z,59.336,-152.7618,73,1.5,ml,,,,0.3,ak,ak0206fx7x8u,2020-05-28T05:03:35.034Z,"71km SW of Anchor Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-05-19T23:46:03.960Z,38.1865,-117.8292,5,2.2,ml,13,132.72,0.139,0.24,nn,nn00728854,2020-05-19T23:56:34.687Z,"54km WNW of Tonopah, Nevada",earthquake,,2.7,,,automatic,nn,nn
2020-05-19T23:45:23.890Z,37.6618333,-118.9168333,0.85,0.56,md,9,109,0.0112,0.02,nc,nc73390621,2020-05-22T20:15:04.283Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.53,0.86,0.052,7,reviewed,nc,nc
2020-05-19T23:38:59.220Z,37.2853333,-118.7243333,3.94,1.3,md,11,223,0.1452,0.03,nc,nc73390616,2020-05-22T20:40:03.919Z,"18km SW of Round Valley, CA",earthquake,1.17,6.74,0.139,10,reviewed,nc,nc
2020-05-19T23:36:35.322Z,65.6076,-148.7944,7.9,1,ml,,,,0.6,ak,ak0206fx5cjs,2020-05-28T05:03:34.113Z,"92km NNW of Ester, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-19T23:36:21.350Z,38.1672,-117.8465,5,2,ml,15,133.63,0.072,0.14,nn,nn00728853,2020-05-19T23:47:33.495Z,"55km WNW of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-19T23:33:20.750Z,38.1518,-117.9725,14,2.1,ml,20,102.8,0.017,0.15,nn,nn00728850,2020-05-19T23:36:54.228Z,"65km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-19T23:30:12.700Z,38.7910004,-122.7621689,1.45,0.52,md,17,64,0.0098,0.02,nc,nc73390606,2020-05-20T00:18:02.808Z,"2km NNW of The Geysers, CA",earthquake,0.25,0.48,0.02,4,automatic,nc,nc
2020-05-19T23:28:17.950Z,35.041,-117.6791667,-0.82,1.39,ml,17,57,0.1073,0.14,ci,ci39207551,2020-05-20T00:32:10.188Z,"5km NNW of Boron, CA",quarry blast,0.38,31.61,0.087,14,reviewed,ci,ci
2020-05-19T23:25:24.100Z,39.3908333,-110.3418333,-1.97,1.75,md,4,186,0.03566,0.07,uu,uu60389122,2020-05-20T15:01:08.170Z,"18km SSE of East Carbon City, Utah",earthquake,2.41,0.32,0.188,4,reviewed,uu,uu
