time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-04-19T23:54:12.748Z,41.8498,-119.6484,8.9,2,ml,5,224.62,0.152,0.1176,nn,nn00490712,2018-06-29T23:51:18.934Z,"72km SE of Lakeview, Oregon",earthquake,,4.9,0.35,4,reviewed,nn,nn
2015-04-19T23:52:15.260Z,37.0945,-97.8521667,5.08,1.69,ml,18,57,0.0214,0.04,ismpkansas,ismpkansas70095413,2015-07-19T23:03:41.880Z,"Kansas",earthquake,0.13,0.34,0.135,20,reviewed,ismp,ismp
2015-04-19T23:46:58.200Z,17.8705,-68.3013,67,3.3,Md,6,334.8,1.20014922,0.46,pr,pr15109004,2015-06-26T23:15:57.040Z,"64km SSE of Boca de Yuma, Dominican Republic",earthquake,5.1,8.9,0,6,reviewed,pr,pr
2015-04-19T23:43:27.956Z,51.6202,-175.2649,25.6,1.9,ml,,,,0.39,ak,ak01550nj2or,2019-05-21T03:45:35.271Z,"97km SW of Atka, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2015-04-19T23:36:47.350Z,34.9857,26.9047,10,4,mb,,107,0.598,1.06,us,us200027pg,2015-06-26T23:15:57.040Z,"64km SSW of Karpathos, Greece",earthquake,5.6,1.8,0.098,28,reviewed,us,us
2015-04-19T23:31:23.050Z,38.8260002,-122.7639999,2.379,0.56,md,6,211,0.006306,0.02,nc,nc72431195,2017-02-07T15:25:34.061Z,"Northern California",earthquake,1.73,2.8,,1,automatic,nc,nc
2015-04-19T23:29:28.300Z,35.0295,-117.669,-0.809,1.78,ml,27,60,0.0975,0.2,ci,ci37148287,2016-03-11T15:25:37.212Z,"4km NNW of Boron, CA",quarry blast,0.54,31.61,0.131,24,reviewed,ci,ci
2015-04-19T23:28:29.710Z,35.0163,26.9601,9.39,4,mb,,107,0.554,0.96,us,us200028vn,2015-06-26T23:15:57.040Z,"59km SSW of Karpathos, Greece",earthquake,3.5,4.7,0.196,7,reviewed,us,us
2015-04-19T23:25:54.940Z,35.5748333,-120.8561667,4.653,1.15,md,48,36,0.05856,0.08,nc,nc72431190,2017-02-07T15:25:27.850Z,"13km WNW of Templeton, California",earthquake,0.17,0.48,0.173,28,reviewed,nc,nc
2015-04-19T23:24:05.920Z,38.7993333,-122.7686667,4.108,0.34,md,27,73,0.007207,0.03,nc,nc72431185,2017-02-07T15:25:17.760Z,"2km NNW of The Geysers, California",earthquake,0.19,0.32,0.073,6,reviewed,nc,nc
2015-04-19T23:23:59.510Z,46.341,-122.2433333,11.398,1.21,ml,24,66,0.02062,0.2,uw,uw60989152,2016-07-22T19:48:44.380Z,"23km S of Morton, Washington",earthquake,0.5,0.55,0.117,21,reviewed,uw,uw
2015-04-19T23:18:27.160Z,38.8045,-122.7456667,0.756,-0.06,md,3,273,0.02613,0,nc,nc72431180,2017-02-07T15:25:09.780Z,"Northern California",earthquake,1.86,4.53,,1,reviewed,nc,nc
2015-04-19T23:15:04.380Z,38.8074989,-122.8239975,1.36,0.56,md,6,149,0.004505,0.03,nc,nc72431170,2017-02-07T15:25:04.885Z,"6km WNW of The Geysers, California",earthquake,0.8,1.29,,1,automatic,nc,nc
2015-04-19T23:11:19.605Z,59.7646,-152.6753,85.5,2.1,ml,,,,0.44,ak,ak01550nc74o,2019-05-21T03:45:34.924Z,"47km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2015-04-19T23:10:36.240Z,38.7973328,-122.7391663,1.296,0.79,md,13,50,0.01441,0.02,nc,nc72431165,2017-02-07T15:24:58.332Z,"2km NE of The Geysers, California",earthquake,0.24,0.74,0.07,4,automatic,nc,nc
2015-04-19T23:08:04.520Z,64.997,-147.2405,0,1.4,ml,,,,0.69,ak,ak01550nbitg,2019-05-21T03:45:34.604Z,"25km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2015-04-19T23:07:05.687Z,63.543,-149.0889,7.4,1,ml,,,,0.59,ak,ak01550nbb6w,2019-05-21T03:45:34.223Z,"18km NNW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2015-04-19T23:01:26.450Z,38.7518349,-122.7194977,1.642,0.55,md,7,114,0.01982,0.06,nc,nc72431160,2017-02-07T15:24:53.140Z,"4km SE of The Geysers, California",earthquake,0.73,0.86,0.06,2,automatic,nc,nc
2015-04-19T23:01:24.540Z,36.0843315,-117.9036636,0.868,1.46,ml,10,127,0.05172,0.11,ci,ci37148271,2016-03-11T19:10:50.120Z,"6km NE of Coso Junction, CA",earthquake,0.43,0.69,0.258,7,reviewed,ci,ci
2015-04-19T22:58:19.920Z,32.9026667,-115.5116667,11.546,1.16,ml,12,79,0.04128,0.37,ci,ci37148263,2016-03-11T04:36:43.805Z,"8km NE of Imperial, CA",earthquake,1.11,1.2,0.125,5,reviewed,ci,ci
2015-04-19T22:52:59.569Z,63.0768,-148.6351,64.8,1.3,ml,,,,0.53,ak,ak01550mzmys,2019-05-21T03:45:33.873Z,"38km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2015-04-19T22:51:36.350Z,34.008,-116.8538333,6.867,1.21,ml,46,64,0.04687,0.26,ci,ci37148247,2016-03-12T06:32:59.469Z,"9km NNE of Banning, CA",earthquake,0.28,0.91,0.19,28,reviewed,ci,ci
2015-04-19T22:51:27.295Z,39.633,-119.9884,7.2,0.8,ml,10,72.49,0.033,0.0812,nn,nn00490696,2018-06-29T23:51:18.434Z,"5km S of Cold Springs, Nevada",earthquake,,1.1,0.24,4,reviewed,nn,nn
2015-04-19T22:50:00.775Z,39.6337,-119.991,7.4,0.8,ml,12,72.74,0.035,0.0954,nn,nn00490697,2018-06-29T23:51:18.546Z,"5km SSW of Cold Springs, Nevada",earthquake,,1.1,0.21,4,reviewed,nn,nn
2015-04-19T22:33:56.050Z,37.0559,-97.9308,8.72,2.6,mb_lg,,65,0.07,0.16,us,us200027pc,2015-07-19T23:03:36.950Z,"14km SE of Anthony, Kansas",earthquake,1.2,3.4,0.104,24,reviewed,us,us
2015-04-19T22:33:23.680Z,27.248,130.4911,10,4.7,mb,,53,1.566,0.46,us,us200027p9,2015-06-26T23:15:57.040Z,"158km SE of Naze, Japan",earthquake,4.9,1.8,0.07,63,reviewed,us,us
2015-04-19T22:32:46.820Z,37.5233333,-118.8686667,3.371,0.54,md,11,112,0.07387,0.07,nc,nc72431150,2017-02-07T15:24:47.397Z,"16km SSE of Mammoth Lakes, California",earthquake,0.53,1.86,0.238,10,reviewed,nc,nc
2015-04-19T22:29:47.270Z,-30.4063,-177.9081,29.5,4.5,mb,,130,1.157,0.61,us,us200028vk,2015-06-26T23:15:57.040Z,"126km S of Raoul Island, New Zealand",earthquake,8.6,5.2,0.139,15,reviewed,us,us
2015-04-19T22:24:37.190Z,49.1495,154.0254,146.11,4,mb,,153,4.589,0.68,us,us200028vm,2015-06-26T23:15:57.040Z,"227km SW of Severo-Kuril'sk, Russia",earthquake,11.9,9.7,0.113,21,reviewed,us,us
2015-04-19T22:24:30.000Z,37.0761667,-97.7973333,4.91,1.54,ml,11,76,0.0413,0.04,ismpkansas,ismpkansas70095393,2015-07-19T23:03:33.270Z,"Kansas",earthquake,0.19,0.42,0.124,15,reviewed,ismp,ismp
2015-04-19T22:21:05.379Z,39.3906,-119.7895,9,0.3,ml,9,103.64,0.019,0.1139,nn,nn00490710,2018-06-29T23:51:18.841Z,"15km S of Reno, Nevada",earthquake,,2.1,0.16,3,reviewed,nn,nn
2015-04-19T22:18:15.750Z,61.3635,-147.2286,20,1.6,ml,,,,0.6,ak,ak01550ms98n,2019-05-21T03:45:33.536Z,"53km WNW of Valdez, Alaska",earthquake,,0.5,,,reviewed,ak,ak
