time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-09T23:58:40.510Z,35.8611667,-117.672,8.61,1.09,ml,22,89,0.07562,0.15,ci,ci38949960,2019-08-10T00:02:27.291Z,"23km ESE of Little Lake, CA",earthquake,0.26,0.62,0.211,15,automatic,ci,ci
2019-08-09T23:56:19.720Z,36.1515,-117.9225,2.29,1.37,ml,15,157,0.06437,0.2,ci,ci38949944,2019-08-10T00:00:00.890Z,"12km N of Coso Junction, CA",earthquake,0.61,0.53,0.176,19,automatic,ci,ci
2019-08-09T23:55:37.460Z,35.7995,-117.5956667,6.38,1.2,ml,21,111,0.01627,0.2,ci,ci38949936,2019-08-09T23:59:23.112Z,"18km WNW of Searles Valley, CA",earthquake,0.42,0.64,0.217,16,automatic,ci,ci
2019-08-09T23:51:19.020Z,35.7203333,-117.5733333,6.65,0.78,ml,13,120,0.09721,0.21,ci,ci38949928,2019-08-09T23:55:03.074Z,"14km NE of Ridgecrest, CA",earthquake,0.52,1.82,0.117,9,automatic,ci,ci
2019-08-09T23:50:19.581Z,69.0863,-146.8864,13.4,1.9,ml,,,,0.56,ak,ak019a5vrffj,2019-08-28T19:06:43.424Z,"120km NNW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-09T23:49:21.520Z,44.5933333,-114.0833333,1.47,1.54,ml,10,75,0.559,0.19,mb,mb80356684,2019-08-10T13:32:35.610Z,"15km NE of Challis, Idaho",earthquake,0.54,2.71,0.222,6,reviewed,mb,mb
2019-08-09T23:46:36.030Z,37.6121667,-122.4851667,9.05,1.54,md,33,74,0.0263,0.06,nc,nc73246021,2019-08-15T23:21:04.324Z,"0km SE of Pacifica, CA",earthquake,0.21,0.28,0.263,27,reviewed,nc,nc
2019-08-09T23:46:25.450Z,38.8303337,-122.7523346,0.61,0.79,md,6,99,0.01359,0.01,nc,nc73246016,2019-08-09T23:55:04.256Z,"3km WNW of Cobb, CA",earthquake,0.43,0.72,0.09,3,automatic,nc,nc
2019-08-09T23:44:42.458Z,61.7107,-149.9011,46.1,0.8,ml,,,,0.54,ak,ak019a5vq6tx,2019-08-28T19:06:44.813Z,"8km ESE of Willow, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-08-09T23:41:14.790Z,37.6416667,-118.9511667,4.07,0.79,md,13,66,0.02544,0.04,nc,nc73246011,2019-08-10T01:54:02.146Z,"2km ENE of Mammoth Lakes, CA",earthquake,0.44,0.81,0.247,10,reviewed,nc,nc
