time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-30T23:58:26.050Z,0.3705,124.4962,163.33,4.2,mb,,60,2.223,1.13,us,us200041kn,2016-01-30T02:10:58.040Z,"37km SE of Lolayan, Indonesia",earthquake,6.6,9.4,0.136,15,reviewed,us,us
2015-10-30T23:56:30.100Z,13.1258,-88.6936,70,4.4,mb,,170,0.764,0.89,us,us200041kp,2016-01-30T02:10:58.040Z,"23km SW of Puerto El Triunfo, El Salvador",earthquake,8,11.6,0.082,43,reviewed,us,us
2015-10-30T23:48:14.939Z,62.896,-151.2144,107.6,2,ml,,,,0.54,ak,ak015dxhtg2d,2019-05-21T05:42:16.812Z,"85km NW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2015-10-30T23:46:29.979Z,60.986,-150.7263,5.3,1.8,ml,,,,0.95,ak,ak015dxht1sl,2019-05-21T05:42:16.463Z,"44km NE of Nikiski, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2015-10-30T23:34:32.320Z,33.676,-116.7278333,14.82,0.29,ml,11,103,0.03688,0.06,ci,ci37267157,2016-03-11T13:47:40.275Z,"7km S of Idyllwild, CA",earthquake,0.27,0.44,0.11,6,reviewed,ci,ci
2015-10-30T23:34:24.760Z,33.4773333,-116.4848333,9.46,0.55,ml,17,142,0.08877,0.09,ci,ci37266103,2016-03-11T13:47:38.051Z,"20km ESE of Anza, CA",earthquake,0.24,0.47,0.129,8,reviewed,ci,ci
2015-10-30T23:33:59.620Z,37.847,-121.7986667,12.79,2.13,md,52,129,0.03694,0.09,nc,nc72546115,2017-02-08T15:46:45.570Z,"10km SW of Brentwood, California",earthquake,0.23,0.34,0.128,56,reviewed,nc,nc
2015-10-30T23:33:48.040Z,36.5889,70.7011,218.42,4.2,mb,,88,0.544,1.03,us,us200041km,2016-01-30T02:10:58.040Z,"32km SSW of Jarm, Afghanistan",earthquake,5.7,5,0.187,8,reviewed,us,us
2015-10-30T23:32:58.600Z,36.5378,-97.2028,7.125,2.5,ml,,58,,0.53,us,us10003xlr,2016-01-30T02:10:58.040Z,"18km SSE of Tonkawa, Oklahoma",earthquake,1.5,7,,,reviewed,tul,tul
2015-10-30T23:29:59.948Z,59.3823,-134.4856,3.8,1.3,ml,,,,0.36,ak,ak015dxhpgxm,2019-05-21T05:42:16.130Z,"47km E of Skagway, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2015-10-30T23:29:03.750Z,37.4191667,-118.7278333,4.04,0.76,md,12,157,0.06216,0.03,nc,nc72546110,2018-06-30T00:06:25.154Z,"24km WNW of West Bishop, California",earthquake,1.27,2.03,0.192,10,reviewed,nc,nc
2015-10-30T23:09:33.577Z,64.9868,-147.373,0,1.7,ml,,,,0.39,ak,ak015dxhl4kt,2019-05-21T05:42:15.703Z,"22km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2015-10-30T23:08:33.170Z,-19.7135,-177.1734,573.12,4.3,mb,,106,4.929,0.75,us,us200041kl,2016-01-30T02:10:58.040Z,"190km ENE of Ndoi Island, Fiji",earthquake,10.9,16.1,0.09,35,reviewed,us,us
2015-10-30T23:05:00.080Z,36.0296667,-119.8203333,9.01,2.04,md,52,126,0.2009,0.18,nc,nc72546105,2017-02-08T15:46:24.970Z,"12km E of Kettleman City, California",earthquake,0.41,1.01,0.179,47,reviewed,nc,nc
2015-10-30T23:02:53.207Z,61.8584,-150.6751,43.7,1.8,ml,,,,0.47,ak,ak015dxhjo2w,2019-05-21T05:42:15.375Z,"35km WNW of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2015-10-30T22:47:02.147Z,36.8122,-116.0078,9.6,-0.2,ml,7,289.7,0.086,0.026,nn,nn00517178,2018-06-30T00:06:26.422Z,"67km N of Pahrump, Nevada",earthquake,,4.3,0.15,3,reviewed,nn,nn
2015-10-30T22:40:09.270Z,41.4015,-112.1978333,3.58,0.99,md,15,95,0.159,0.12,uu,uu60128037,2015-10-31T18:29:51.420Z,"13km W of Willard, Utah",earthquake,0.39,3.24,0.159,12,reviewed,uu,uu
2015-10-30T22:39:56.713Z,63.651,-146.3036,2.3,0.7,ml,,,,0.91,ak,ak015dxh668n,2019-05-21T05:42:15.046Z,"51km SSW of Delta Junction, Alaska",earthquake,,8.1,,,reviewed,ak,ak
2015-10-30T22:35:24.220Z,53.8886,-163.9144,19.2,2.4,ml,,,,0.42,ak,ak015dxh58va,2019-05-21T05:42:14.694Z,"111km SSW of False Pass, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2015-10-30T22:27:18.760Z,61.9596,-149.586,37.6,1.8,ml,,,,0.54,ak,ak015dxh3ipw,2019-05-21T05:42:14.357Z,"26km SSE of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2015-10-30T22:26:56.320Z,-14.7284,167.3827,124.39,4.4,mb,,110,0.735,1.22,us,us200041kj,2016-01-30T02:10:58.040Z,"50km NE of Port-Olry, Vanuatu",earthquake,13.9,6.9,0.117,21,reviewed,us,us
2015-10-30T22:25:18.400Z,30.0198,131.7035,37.48,4.4,mb,,104,1.834,1.09,us,us200041kk,2016-01-30T02:10:58.040Z,"104km SE of Nishinoomote, Japan",earthquake,7.6,8.8,0.134,16,reviewed,us,us
2015-10-30T22:10:48.554Z,51.9046,-177.6479,13.2,1.4,ml,,,,0.35,ak,ak015dxgzxuf,2019-05-21T05:42:14.015Z,"34km E of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2015-10-30T22:05:28.468Z,61.9286,-149.228,42.7,1.6,ml,,,,0.51,ak,ak015dxgytpq,2019-05-21T05:42:13.693Z,"20km N of Fishhook, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2015-10-30T22:00:49.413Z,60.7379,-151.9121,76.2,1.8,ml,,,,0.7,ak,ak015dxgxsr1,2019-05-21T05:42:13.363Z,"34km W of Nikiski, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2015-10-30T21:59:55.361Z,63.443,-147.7912,14.7,1,ml,,,,0.56,ak,ak015dxgp0uo,2019-05-21T05:42:13.016Z,"58km E of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2015-10-30T21:59:01.200Z,18.9899,-64.373,32,2.9,Md,6,316.8,0.61534597,0.15,pr,pr15303048,2016-01-30T02:10:58.040Z,"68km NNE of Road Town, British Virgin Islands",earthquake,3.8,10.6,0,6,reviewed,pr,pr
2015-10-30T21:52:13.030Z,37.4938333,-118.8498333,3.44,0.83,md,9,237,0.0982,0.04,nc,nc72546095,2018-06-30T00:06:24.964Z,"20km SSE of Mammoth Lakes, California",earthquake,1.39,4.01,0.227,9,reviewed,nc,nc
