time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-19T23:59:40.980Z,-19.7761,65.8521,10,4.5,mb,,136,2.337,0.65,us,us1000eajl,2018-08-15T19:46:58.040Z,"255km E of Ile Rodrigues, Mauritius",earthquake,12.7,1.9,0.171,10,reviewed,us,us
2018-05-19T23:57:41.080Z,55.3645,-161.8411667,14.88,-0.18,ml,5,134,0.02056,0.33,av,av70788619,2019-03-06T22:21:58.350Z,"59km ENE of Cold Bay, Alaska",earthquake,1.48,1.87,0.204,5,reviewed,av,av
2018-05-19T23:56:30.443Z,38.3367,-118.1486,8.7,0.3,ml,4,300.18,0.096,0.0647,nn,nn00636902,2018-05-25T20:41:07.290Z,"46km ESE of Hawthorne, Nevada",earthquake,,5.3,0,1,reviewed,nn,nn
2018-05-19T23:49:33.610Z,19.4088326,-155.2806702,-0.22,2.84,ml,14,60,0.003193,0.15,hv,hv70165046,2018-05-20T07:52:01.087Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.38,0.33,5,automatic,hv,hv
2018-05-19T23:42:41.920Z,33.516,-116.798,4.45,0.23,ml,19,70,0.07069,0.12,ci,ci37944623,2018-07-27T04:17:25.309Z,"10km NE of Aguanga, CA",earthquake,0.26,0.39,0.104,6,reviewed,ci,ci
2018-05-19T23:39:45.360Z,55.9062,-149.7322,8.59,3.3,ml,,190,2.369,0.53,us,us1000eazl,2019-07-01T17:11:44.115Z,"265km SE of Kodiak, Alaska",earthquake,3.4,7.8,0.062,34,reviewed,us,us
2018-05-19T23:32:50.290Z,33.4468333,-116.6056667,8.32,2.56,ml,123,20,0.03456,0.2,ci,ci37944615,2018-07-27T03:54:26.918Z,"14km SSE of Anza, CA",earthquake,0.11,0.26,0.154,140,reviewed,ci,ci
2018-05-19T23:31:44.520Z,19.4116669,-155.2845001,0.35,1.75,md,20,74,0.003397,0.29,hv,hv70165001,2018-05-19T23:34:44.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.41,0.15,3,automatic,hv,hv
2018-05-19T23:28:05.778Z,64.987,-147.3894,0,1,ml,,,,0.32,ak,ak0186e9k81t,2019-07-01T17:11:43.776Z,"21km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2018-05-19T23:25:13.481Z,63.2166,-151.3266,7.4,2.2,ml,,,,0.61,ak,ak0186e9jlhw,2019-07-01T17:11:43.398Z,"117km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-19T23:24:33.990Z,33.5178333,-116.7945,5.31,0.3,ml,19,70,0.06733,0.12,ci,ci37944607,2018-07-27T03:57:20.805Z,"11km NE of Aguanga, CA",earthquake,0.21,0.84,0.101,7,reviewed,ci,ci
2018-05-19T23:20:13.673Z,64.9156,-148.6074,16.3,0.9,ml,,,,0.44,ak,ak0186e9iixj,2019-07-01T17:11:43.036Z,"29km WNW of Ester, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-19T23:12:37.840Z,21.7974,100.8135,10,4.2,mb,,78,1.247,0.8,us,us1000e8ry,2018-08-15T19:46:58.040Z,"22km SSE of Jinghong, China",earthquake,4.5,1.6,0.186,8,reviewed,us,us
2018-05-19T23:12:34.890Z,33.596,-116.7291667,10.58,0.32,ml,27,54,0.02925,0.11,ci,ci37944599,2018-07-27T03:47:14.465Z,"7km NW of Anza, CA",earthquake,0.19,0.33,0.099,8,reviewed,ci,ci
2018-05-19T23:09:15.558Z,61.4227,-146.2501,31,1.3,ml,,,,0.42,ak,ak0186e9g677,2019-07-01T17:11:42.683Z,"32km N of Valdez, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-05-19T23:03:43.390Z,-4.2028,102.0625,60.79,4.5,mb,,132,0.904,0.39,us,us1000eajk,2018-08-15T19:46:58.040Z,"49km SSW of Bengkulu, Indonesia",earthquake,8.8,7.4,0.121,20,reviewed,us,us
2018-05-19T23:00:55.582Z,36.7618,-115.9347,11.8,0.1,ml,14,198.25,0.053,0.1562,nn,nn00636026,2018-05-20T19:19:35.421Z,"61km N of Pahrump, Nevada",earthquake,,1.8,0.46,9,reviewed,nn,nn
2018-05-19T22:58:05.799Z,58.8387,-153.2516,62.7,1.7,ml,,,,0.51,ak,ak0186e957xf,2019-07-01T17:11:42.287Z,"125km NNW of Kodiak Station, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-05-19T22:55:17.780Z,38.8199997,-122.7614975,1.72,0.93,md,10,94,0.01235,0.01,nc,nc73018145,2018-05-19T23:40:02.040Z,"3km W of Cobb, CA",earthquake,0.41,0.65,0.05,2,automatic,nc,nc
2018-05-19T22:51:27.440Z,19.4091663,-154.9608307,-0.16,1.71,md,22,187,0.04781,0.28,hv,hv70164961,2018-05-19T22:54:35.810Z,"7km SW of Leilani Estates, Hawaii",earthquake,0.6,0.33,0.44,10,automatic,hv,hv
2018-05-19T22:40:06.540Z,-39.5623,174.3195,206.98,4.5,mb,,47,1.128,0.83,us,us1000e8rk,2018-08-15T19:46:58.040Z,"4km NE of Hawera, New Zealand",earthquake,6.8,6,0.116,22,reviewed,us,us
2018-05-19T22:38:56.560Z,37.622,-118.8846667,7.54,0.65,md,19,124,0.01503,0.02,nc,nc73018125,2018-05-21T21:38:54.655Z,"8km ESE of Mammoth Lakes, CA",earthquake,0.48,0.7,0.18,17,reviewed,nc,nc
2018-05-19T22:35:01.930Z,37.6213333,-118.8853333,7.52,1.7,md,36,76,0.01472,0.04,nc,nc73018120,2018-05-21T23:08:00.778Z,"8km ESE of Mammoth Lakes, CA",earthquake,0.16,0.26,0.212,26,reviewed,nc,nc
2018-05-19T22:24:57.074Z,37.8795,-118.489,13.2,1,ml,10,154.67,0.177,0.1739,nn,nn00636025,2018-05-19T23:04:43.314Z,"49km ENE of Mammoth Lakes, California",earthquake,,8.7,0.29,2,reviewed,nn,nn
2018-05-19T22:22:03.360Z,38.7915001,-122.7348328,1.43,0.95,md,11,88,0.01437,0.02,nc,nc73018115,2018-05-19T22:36:01.692Z,"2km NE of The Geysers, CA",earthquake,0.29,0.81,0.15,4,automatic,nc,nc
2018-05-19T22:17:45.949Z,63.3673,-151.7414,10.3,0.6,ml,,,,0.43,ak,ak0186e8wio2,2019-07-01T17:11:41.920Z,"139km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-19T22:15:58.686Z,68.8225,-145.6756,4.8,0.7,ml,,,,0.4,ak,ak0186e8w47w,2019-07-01T17:11:41.544Z,"77km N of Arctic Village, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-05-19T22:12:50.226Z,63.3825,-151.7567,7.9,1.3,ml,,,,0.45,ak,ak0186e8vgf2,2019-07-01T17:11:41.220Z,"140km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-19T22:10:42.590Z,19.4081667,-155.2786667,0.07,2.17,ml,25,44,0.004396,0.09,hv,hv70164906,2018-09-19T01:35:14.370Z,"4km WSW of Volcano, Hawaii",earthquake,0.11,0.14,0.057,3,reviewed,hv,hv
2018-05-19T22:08:46.760Z,33.517,-116.8,2.92,0.55,ml,27,66,0.07122,0.16,ci,ci37944575,2018-07-27T04:17:50.804Z,"10km NE of Aguanga, CA",earthquake,0.24,1.26,0.139,18,reviewed,ci,ci
2018-05-19T22:06:46.030Z,-22.7523,-177.4849,252.1,4.1,mb,,116,6.508,1.45,us,us1000eaji,2018-08-15T19:46:58.040Z,"264km SSE of Ndoi Island, Fiji",earthquake,12.7,5.5,0.185,8,reviewed,us,us
2018-05-19T22:06:39.401Z,63.4952,-148.3976,11.1,0.8,ml,,,,0.31,ak,ak0186e8u5ac,2019-07-01T17:11:40.886Z,"29km ENE of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-05-19T22:06:27.040Z,19.5748329,-155.37117,3.46,2.29,md,14,337,0.1707,0.28,hv,hv70164886,2018-05-19T22:09:19.310Z,"21km NW of Volcano, Hawaii",earthquake,5.42,25.52,0.62,4,automatic,hv,hv
2018-05-19T22:04:15.262Z,54.2789,-161.4851,25.6,1.9,ml,,,,0.58,ak,ak0186e8tnzq,2019-07-01T17:11:40.527Z,"128km SE of Cold Bay, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2018-05-19T22:00:17.900Z,19.4044991,-155.276001,-1.02,2.59,ml,17,71,0.008817,0.36,hv,hv70164871,2018-05-19T22:05:59.980Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.46,0.34,9,automatic,hv,hv
2018-05-19T21:59:00.290Z,37.531,-121.6726667,4.4,0.88,md,19,61,0.05561,0.06,nc,nc73018110,2018-05-21T22:59:01.728Z,"19km SSE of Livermore, CA",earthquake,0.21,0.53,0.126,16,reviewed,nc,nc
2018-05-19T21:57:50.220Z,33.4948333,-116.7986667,2.98,1.81,ml,68,34,0.08707,0.22,ci,ci37944567,2018-07-27T02:10:50.173Z,"8km NE of Aguanga, CA",earthquake,0.19,0.79,0.104,26,reviewed,ci,ci
2018-05-19T21:56:39.940Z,37.135,-113.4075,15.83,1.89,ml,15,122,0.0815,0.14,uu,uu60282527,2018-05-21T16:10:11.070Z,"8km E of Washington, Utah",earthquake,0.36,0.72,0.062,5,reviewed,uu,uu
2018-05-19T21:55:52.990Z,19.4098339,-155.2845001,0.46,2.62,ml,19,53,0.004024,0.31,hv,hv70164856,2018-05-19T22:01:33.550Z,"5km WSW of Volcano, Hawaii",earthquake,0.29,0.37,0.3,7,automatic,hv,hv
2018-05-19T21:55:01.260Z,19.4113331,-155.284668,1.31,2.5,ml,17,68,0.003604,0.21,hv,hv70164851,2018-05-19T22:00:40.590Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.45,0.27,7,automatic,hv,hv
2018-05-19T21:49:59.270Z,35.8346667,-121.306,9.05,1.81,md,19,150,0.07786,0.03,nc,nc73018100,2018-05-22T00:12:02.149Z,"24km NNW of San Simeon, CA",earthquake,0.36,0.7,0.26,19,reviewed,nc,nc
2018-05-19T21:49:54.540Z,19.4176674,-155.2794952,0.35,2.46,ml,18,58,0.004343,0.26,hv,hv70164836,2018-05-19T21:55:32.300Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.27,0.25,7,automatic,hv,hv
2018-05-19T21:47:34.170Z,33.5961667,-116.7293333,11.4,0.27,ml,20,72,0.02912,0.1,ci,ci37187116,2018-07-27T04:04:26.357Z,"7km NW of Anza, CA",earthquake,0.22,0.33,0.105,7,reviewed,ci,ci
2018-05-19T21:47:31.350Z,34.1915,-117.078,3.11,1.43,ml,71,48,0.08646,0.18,ci,ci37944551,2018-07-27T02:06:02.441Z,"3km ESE of Running Springs, CA",earthquake,0.16,0.47,0.101,49,reviewed,ci,ci
2018-05-19T21:46:30.429Z,55.3464,-161.339,82.4,1.7,ml,,,,0.41,ak,ak0186e8h9mq,2019-07-01T17:11:40.185Z,"53km W of Sand Point, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-05-19T21:45:25.450Z,-33.733,-70.3664,106.61,4.2,mb,,35,0.067,0.59,us,us1000e8qt,2018-08-15T19:46:58.040Z,"23km ESE of Puente Alto, Chile",earthquake,6.9,3,0.199,7,reviewed,us,us
2018-05-19T21:44:08.500Z,34.1921667,-117.0793333,3.53,1.17,ml,41,51,0.08691,0.2,ci,ci37187108,2018-07-27T04:18:05.336Z,"3km ESE of Running Springs, CA",earthquake,0.24,0.6,0.037,17,reviewed,ci,ci
2018-05-19T21:43:53.150Z,34.1926667,-117.077,2.95,1.42,ml,67,50,0.08776,0.16,ci,ci37944543,2018-07-27T03:14:47.547Z,"3km ESE of Running Springs, CA",earthquake,0.15,0.46,0.08,44,reviewed,ci,ci
2018-05-19T21:43:21.510Z,34.1091667,-117.3181667,16.42,1.13,ml,33,75,0.09184,0.12,ci,ci37944535,2018-07-27T04:07:55.043Z,"3km SW of San Bernardino, CA",earthquake,0.22,0.43,0.18,19,reviewed,ci,ci
2018-05-19T21:38:58.383Z,59.7856,-153.0838,106.3,1.7,ml,,,,0.27,ak,ak0186e8fm26,2019-07-01T17:11:39.787Z,"70km W of Anchor Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-19T21:38:23.260Z,19.4158325,-154.9031677,2.68,2.28,ml,31,199,0.04222,0.29,hv,hv70164816,2018-05-19T21:44:05.930Z,"5km SSE of Leilani Estates, Hawaii",earthquake,0.71,0.58,0.37,4,automatic,hv,hv
2018-05-19T21:29:16.290Z,19.416666,-155.290329,0.37,2.54,ml,16,119,0.004198,0.22,hv,hv70164801,2018-05-19T21:34:57.090Z,"5km WSW of Volcano, Hawaii",earthquake,0.52,0.34,0.27,5,automatic,hv,hv
2018-05-19T21:28:40.590Z,37.4173333,-118.535,12.73,1.94,md,39,57,0.0679,0.05,nc,nc73018080,2018-05-22T00:39:03.777Z,"6km E of Round Valley, CA",earthquake,0.27,0.79,0.196,33,reviewed,nc,nc
2018-05-19T21:24:55.020Z,19.4060001,-155.2813263,-0.15,2.5,ml,15,72,0.006013,0.17,hv,hv70164791,2018-05-19T21:30:33.840Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.31,0.27,9,automatic,hv,hv
2018-05-19T21:23:57.563Z,60.2975,-143.016,3.9,0.9,ml,,,,0.42,ak,ak0186e8ce98,2019-07-01T17:11:39.460Z,"41km NW of Cape Yakataga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-19T21:12:28.870Z,19.4121666,-155.2786713,0.14,2.46,ml,16,81,0.007491,0.2,hv,hv70164771,2018-05-19T21:18:08.380Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.27,0.18,5,automatic,hv,hv
2018-05-19T21:06:25.660Z,19.4063339,-155.3046722,0.9,2.7,ml,9,272,0.01912,0.17,hv,hv70164751,2018-05-19T21:12:04.580Z,"7km WSW of Volcano, Hawaii",earthquake,0.96,0.5,0.23,14,automatic,hv,hv
2018-05-19T21:04:08.080Z,33.5026667,-116.8001667,4.6,1.17,ml,61,24,0.08168,0.19,ci,ci37944519,2018-07-27T02:28:49.376Z,"9km NE of Aguanga, CA",earthquake,0.14,0.39,0.122,37,reviewed,ci,ci
2018-05-19T21:00:01.220Z,-12.8377,45.6371,10,4.9,mb,,34,5.892,0.61,us,us1000e8q7,2018-08-15T19:46:58.040Z,"38km E of Pamandzi, Mayotte",earthquake,6.9,1.8,0.061,85,reviewed,us,us
2018-05-19T20:58:29.000Z,-30.6289,-71.7387,33.2,4.2,mb,,130,0.1,1.14,us,us1000e8q4,2018-08-15T19:46:58.040Z,"51km W of Ovalle, Chile",earthquake,5.1,6.8,0.263,4,reviewed,us,us
2018-05-19T20:55:38.120Z,46.3443333,-122.3558333,9.86,0.51,ml,7,228,0.04011,0.1,uw,uw61390596,2018-05-26T17:51:21.460Z,"24km SSW of Morton, Washington",earthquake,0.93,0.81,0.144,6,reviewed,uw,uw
2018-05-19T20:54:02.650Z,-12.8878,45.6388,10,4.3,mb,,110,5.843,0.72,us,us1000eajh,2018-08-15T19:46:58.040Z,"40km ESE of Pamandzi, Mayotte",earthquake,8.5,1.9,0.178,9,reviewed,us,us
2018-05-19T20:46:22.430Z,33.5136667,-116.7986667,2.73,0.73,ml,33,39,0.07273,0.17,ci,ci37944511,2018-07-27T04:04:36.757Z,"10km NE of Aguanga, CA",earthquake,0.2,0.61,0.138,25,reviewed,ci,ci
2018-05-19T20:43:00.230Z,52.2775,-174.1423333,8.16,0.14,ml,4,116,0.02673,0.16,av,av61907743,2019-03-06T22:21:53.090Z,"9km NNE of Atka, Alaska",earthquake,0.78,1.08,0.206,4,reviewed,av,av
2018-05-19T20:41:33.640Z,60.3787,-152.2548,86,2,ml,,,,0.31,ak,ak0186e7urp0,2019-07-01T17:11:39.119Z,"29km ESE of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-19T20:41:19.460Z,33.511,-116.7998333,3.98,0.25,ml,16,104,0.07531,0.1,ci,ci37944503,2018-07-27T03:55:48.414Z,"10km NE of Aguanga, CA",earthquake,0.23,0.48,0.156,9,reviewed,ci,ci
2018-05-19T20:38:54.560Z,-12.8482,45.7548,10,4.4,mb,,82,5.854,0.44,us,us1000e8ye,2018-08-15T19:46:58.040Z,"51km E of Pamandzi, Mayotte",earthquake,6.3,1.9,0.12,20,reviewed,us,us
2018-05-19T20:36:28.008Z,36.0156,-116.0765,9.9,0.6,ml,12,159.82,0.199,0.157,nn,nn00635999,2018-05-19T20:49:08.177Z,"22km SSW of Pahrump, Nevada",earthquake,,5.8,0.37,5,reviewed,nn,nn
2018-05-19T20:29:14.200Z,19.4074993,-155.2870026,0.27,2.55,ml,21,57,0.007299,0.32,hv,hv70164676,2018-05-19T20:34:56.410Z,"5km WSW of Volcano, Hawaii",earthquake,0.31,0.27,0.28,5,automatic,hv,hv
2018-05-19T20:22:57.417Z,58.8551,-154.7075,131.3,2.3,ml,,,,0.5,ak,ak0186e7qqx9,2019-07-01T17:11:38.788Z,"100km S of Old Iliamna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-19T20:22:32.400Z,19.9493333,-155.6035,-0.27,1.59,md,18,139,0.09129,0.22,hv,hv70164661,2018-09-18T01:11:47.980Z,"10km SE of Waimea, Hawaii",earthquake,0.57,0.42,0.201,6,reviewed,hv,hv
2018-05-19T20:21:15.570Z,33.5143333,-116.7923333,5.84,0.17,ml,19,99,0.06861,0.16,ci,ci37944479,2018-07-27T03:13:10.641Z,"10km NE of Aguanga, CA",earthquake,0.28,0.79,0.187,9,reviewed,ci,ci
2018-05-19T20:19:07.110Z,19.3686676,-155.2426605,-0.07,2.57,ml,22,87,0.005246,0.17,hv,hv70164656,2018-05-19T20:24:49.030Z,"6km S of Volcano, Hawaii",earthquake,0.2,0.24,0.27,8,automatic,hv,hv
2018-05-19T20:16:58.540Z,52.97,-161.9805,10,2.5,ml,,254,2.036,0.39,us,us1000eazj,2019-07-01T17:11:38.456Z,"229km SSE of False Pass, Alaska",earthquake,8.5,2,,,reviewed,us,ak
2018-05-19T20:16:32.430Z,33.5001667,-116.8066667,3.52,2.29,ml,115,26,0.08712,0.24,ci,ci37944471,2018-07-27T04:06:41.561Z,"8km NE of Aguanga, CA",earthquake,0.12,0.4,0.165,108,reviewed,ci,ci
2018-05-19T20:14:05.760Z,18.8156,-67.1605,12,1.62,md,4,327,0.3516,0.17,pr,pr2018139003,2018-05-20T02:07:31.681Z,"36km N of San Antonio, Puerto Rico",earthquake,1.84,0.91,0.18,2,reviewed,pr,pr
2018-05-19T20:12:54.663Z,62.2565,-148.7189,24.7,1.4,ml,,,,0.6,ak,ak0186e7olju,2019-07-01T17:11:38.088Z,"51km N of Sutton-Alpine, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-19T20:09:08.690Z,34.0323333,-116.7388333,13.8,0.82,ml,16,105,0.07572,0.13,ci,ci37944463,2018-07-27T04:14:45.834Z,"14km NNE of Cabazon, CA",earthquake,0.31,0.77,0.182,18,reviewed,ci,ci
2018-05-19T20:08:53.080Z,44.7983333,-111.0276667,11.74,1.31,md,16,177,0.0419,0.13,uu,uu60282517,2018-05-21T15:12:10.980Z,"16km NNE of West Yellowstone, Montana",earthquake,0.7,0.48,0.366,11,reviewed,uu,uu
2018-05-19T20:08:23.250Z,33.5125,-116.7955,4.88,0.37,ml,24,71,0.07174,0.1,ci,ci37944455,2018-07-27T03:01:55.233Z,"10km NE of Aguanga, CA",earthquake,0.16,0.57,0.044,8,reviewed,ci,ci
2018-05-19T20:05:31.010Z,44.795,-111.0271667,11.24,1.83,ml,16,174,0.03868,0.15,uu,uu60282512,2018-05-21T15:06:31.150Z,"15km NNE of West Yellowstone, Montana",earthquake,0.76,0.59,0.368,3,reviewed,uu,uu
2018-05-19T20:04:57.620Z,19.4086666,-155.2805023,-1.14,2.05,ml,10,114,0.003372,0.17,hv,hv70164621,2018-05-19T20:10:41.900Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.39,0.24,3,automatic,hv,hv
2018-05-19T20:04:38.080Z,33.5098333,-116.7896667,4.26,0.4,ml,16,73,0.0706,0.1,ci,ci37944447,2018-07-27T03:36:47.277Z,"10km NE of Aguanga, CA",earthquake,0.19,0.39,0.09,7,reviewed,ci,ci
2018-05-19T19:44:11.968Z,66.3681,-157.5241,5.2,0.8,ml,,,,0.32,ak,ak0186e79xkc,2019-07-01T17:11:37.751Z,"66km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-19T19:36:16.300Z,19.4121666,-155.2814941,-1.14,2.01,ml,7,181,0.0005561,0.18,hv,hv70164566,2018-05-19T19:41:58.330Z,"5km WSW of Volcano, Hawaii",earthquake,0.43,0.28,0.25,3,automatic,hv,hv
2018-05-19T19:34:42.780Z,33.5133333,-116.7966667,6.51,0.36,ml,26,71,0.0718,0.19,ci,ci37944439,2018-07-27T02:54:58.300Z,"10km NE of Aguanga, CA",earthquake,0.27,0.59,0.087,6,reviewed,ci,ci
2018-05-19T19:30:36.630Z,-55.5835,-26.7799,10,4.2,mb,,128,5.746,0.29,us,us1000eajm,2018-08-15T19:46:58.040Z,"127km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.3,2,0.216,6,reviewed,us,us
2018-05-19T19:26:51.100Z,33.4958333,-116.8083333,2.62,3.45,ml,161,27,0.09129,0.23,ci,ci37944431,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.09,0.47,0.158,340,reviewed,ci,ci
2018-05-19T19:25:41.860Z,33.5126667,-116.7946667,4.18,1.03,ml,19,61,0.07115,0.14,ci,ci37944423,2018-07-27T03:15:40.120Z,"10km NE of Aguanga, CA",earthquake,0.22,0.5,0.185,7,reviewed,ci,ci
2018-05-19T19:24:14.430Z,33.495,-116.8085,2.02,2.97,ml,141,27,0.09202,0.23,ci,ci37944407,2018-08-15T19:46:58.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.29,0.173,175,reviewed,ci,ci
2018-05-19T19:23:38.639Z,54.3227,-161.4573,6.8,1.9,ml,,,,0.51,ak,ak0186e75hl3,2019-07-01T17:11:37.381Z,"125km SE of Cold Bay, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2018-05-19T19:14:57.650Z,38.7626667,-122.7323333,2.6,0.64,md,19,81,0.01377,0.07,nc,nc71108939,2018-05-21T21:03:45.163Z,"3km SE of The Geysers, CA",earthquake,0.34,0.66,0.143,3,reviewed,nc,nc
2018-05-19T19:14:39.920Z,38.8213333,-122.8506667,2.38,1.24,md,40,60,0.007872,0.07,nc,nc73018045,2018-05-21T23:44:01.993Z,"10km WNW of The Geysers, CA",earthquake,0.2,0.27,0.193,13,reviewed,nc,nc
2018-05-19T19:11:10.779Z,36.4097,-115.2724,1.6,1.2,ml,32,91.49,0.133,0.1436,nn,nn00635973,2018-05-19T19:47:18.449Z,"26km NW of Nellis Air Force Base, Nevada",earthquake,,1.2,0.25,16,reviewed,nn,nn
2018-05-19T19:08:36.940Z,-4.26,102.4143,59.14,5,mb,,58,0.549,0.77,us,us1000e8nf,2018-08-15T19:46:58.040Z,"53km SSE of Bengkulu, Indonesia",earthquake,6.5,5.2,0.058,94,reviewed,us,us
2018-05-19T18:55:41.713Z,65.8627,-150.9501,6.7,2.3,ml,,,,0.67,ak,ak0186e6qx4r,2019-07-01T17:11:37.028Z,"93km NNE of Tanana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-19T18:45:21.730Z,-6.6268,142.9527,10,4.5,mb,,65,6.331,0.71,us,us1000e8p5,2018-08-15T19:46:58.040Z,"91km WSW of Mendi, Papua New Guinea",earthquake,5.9,1.8,0.108,25,reviewed,us,us
2018-05-19T18:44:24.710Z,38.8043333,-122.7918333,0.75,0.14,md,6,158,0.00453,0.02,nc,nc73018040,2018-05-21T20:43:37.843Z,"4km NW of The Geysers, CA",earthquake,0.38,0.94,,1,reviewed,nc,nc
2018-05-19T18:40:39.463Z,63.3857,-151.3381,6.5,1.2,ml,,,,0.44,ak,ak0186e6np7u,2019-07-01T17:11:36.689Z,"119km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-19T18:37:13.570Z,37.6053333,-118.8236667,3.89,1.23,md,27,42,0.01588,0.04,nc,nc73018035,2018-05-21T23:17:01.829Z,"14km WNW of Toms Place, CA",earthquake,0.37,0.23,0.268,22,reviewed,nc,nc
2018-05-19T18:35:31.250Z,38.8241667,-122.7675,2.04,0.47,md,12,113,0.006571,0.02,nc,nc73018030,2018-05-21T19:52:54.966Z,"4km W of Cobb, CA",earthquake,0.35,0.41,0.259,2,reviewed,nc,nc
2018-05-19T18:29:18.694Z,60.5464,-152.4712,94.3,1.6,ml,,,,0.44,ak,ak0186e6laql,2019-07-01T17:11:36.317Z,"16km ENE of Redoubt Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-05-19T18:27:57.700Z,19.3026676,-155.2111664,5.47,1.72,md,12,109,0.02484,0.12,hv,hv70164411,2018-05-19T18:31:12.860Z,"14km S of Volcano, Hawaii",earthquake,0.52,1.46,0.4,7,automatic,hv,hv
