time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-06-30T23:50:45.570Z,37.3226667,-119.9915,14.928,2.28,md,22,76,0.2198,0.11,nc,nc72475426,2017-02-08T02:13:10.516Z,"18km S of Mariposa, California",earthquake,0.3,0.4,0.176,56,reviewed,nc,nc
2015-06-30T23:48:35.700Z,35.9149,-97.3102,5,2.7,ml,,63,,0.68,us,us10002mti,2015-09-02T22:37:26.040Z,"5km SW of Langston, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2015-06-30T23:39:41.600Z,35.4383,-96.5129,6.886,2.6,ml,,81,,0.49,us,us10002mtj,2015-09-02T22:37:26.040Z,"6km SSW of Boley, Oklahoma",earthquake,1.9,7.4,,,reviewed,tul,tul
2015-06-30T23:39:13.290Z,33.4713333,-116.4621667,12.75,0.47,ml,21,107,0.06021,0.13,ci,ci37195047,2016-03-11T15:32:11.950Z,"22km ESE of Anza, CA",earthquake,0.28,0.63,0.089,8,reviewed,ci,ci
2015-06-30T23:34:14.050Z,40.638,-122.2521667,19.282,1.19,md,9,109,0.1486,0.06,nc,nc72475421,2017-02-08T02:13:04.863Z,"1km W of Bella Vista, California",earthquake,0.52,1.96,0.3,8,reviewed,nc,nc
2015-06-30T23:31:58.696Z,58.7927,-149.8244,14,1.9,ml,,,,0.48,ak,ak0158bq5k0t,2019-05-21T04:24:34.803Z,"134km SE of Fritz Creek, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2015-06-30T23:29:50.230Z,35.0453333,-117.6666667,-0.79,1.49,ml,23,103,0.1133,0.18,ci,ci37195023,2016-03-12T02:54:49.580Z,"5km NNW of Boron, CA",quarry blast,0.43,31.61,0.065,9,reviewed,ci,ci
2015-06-30T23:29:02.507Z,61.4097,-149.9027,33,1.4,ml,,,,0.54,ak,ak0158bq5096,2019-05-21T04:24:34.457Z,"12km SSE of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2015-06-30T23:21:45.370Z,36.035,-117.7768333,2.02,-0.13,ml,9,121,0.01354,0.07,ci,ci37195015,2016-03-12T01:02:56.011Z,"16km E of Coso Junction, CA",earthquake,0.18,0.12,0.05,1,reviewed,ci,ci
2015-06-30T23:19:06.900Z,35.6853333,-117.6036667,8.51,0.7,ml,12,116,0.1197,0.12,ci,ci37195007,2016-03-11T06:31:42.010Z,"10km NE of Ridgecrest, CA",earthquake,0.27,0.93,0.104,4,reviewed,ci,ci
2015-06-30T23:13:56.870Z,37.153,-97.8315,1.55,1.69,ml,8,110,0.05839,0.03,ismpkansas,ismpkansas70117313,2015-07-19T23:27:32.430Z,"17km E of Anthony, Kansas",earthquake,0.31,0.53,0.108,13,reviewed,ismp,ismp
2015-06-30T23:07:51.860Z,-15.0364,-73.3756,74.3,4,mb,,96,4.533,0.7,us,us20002xmw,2015-09-02T22:37:26.040Z,"43km E of Coracora, Peru",earthquake,11.1,9.5,0.183,8,reviewed,us,us
2015-06-30T23:06:42.920Z,38.8241667,-122.7651667,1.879,0.23,md,19,52,0.007207,0.02,nc,nc72475411,2017-02-08T02:12:59.879Z,"3km W of Cobb, California",earthquake,0.22,0.4,0.169,6,reviewed,nc,nc
