time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-08-30T23:50:41.150Z,33.6543333,-116.7141667,14.91,0.59,ml,21,77,0.03667,0.08,ci,ci39365671,2020-09-02T18:23:47.911Z,"10km S of Idyllwild, CA",earthquake,0.2,0.24,0.175,7,reviewed,ci,ci
2020-08-30T23:49:39.010Z,34.0193333,-118.3071667,10.73,1.23,ml,33,48,0.01732,0.23,ci,ci39365663,2020-09-02T18:08:49.936Z,"5km NE of View Park-Windsor Hills, CA",earthquake,0.32,0.52,0.19,22,reviewed,ci,ci
2020-08-30T23:48:28.960Z,36.4745,-81.1063333,2.07,-0.51,md,4,144,0.0104,0.02,se,se60327491,2020-08-31T13:12:58.170Z,"3 km SSE of Sparta, North Carolina",earthquake,0.47,0.67,0.057,4,reviewed,se,se
2020-08-30T23:47:21.190Z,37.6398333,-118.8486667,5.74,0.49,md,8,203,0.01389,0.02,nc,nc73451561,2020-08-31T20:13:02.703Z,"12km E of Mammoth Lakes, CA",earthquake,0.82,0.97,0.32,7,reviewed,nc,nc
2020-08-30T23:47:01.240Z,33.4856667,-116.7915,6.59,0.33,ml,19,68,0.02764,0.12,ci,ci39365655,2020-09-02T01:48:09.303Z,"8km NE of Aguanga, CA",earthquake,0.18,0.43,0.162,9,reviewed,ci,ci
2020-08-30T23:45:44.720Z,36.0811667,-117.838,1.93,0.84,ml,15,129,0.03882,0.14,ci,ci39365647,2020-09-02T01:27:42.218Z,"11km ENE of Coso Junction, CA",earthquake,0.29,0.27,0.086,10,reviewed,ci,ci
2020-08-30T23:40:01.941Z,51.405,-178.3518,22.5,1.8,ml,,,,0.28,ak,ak020b69ivph,2020-09-11T21:39:19.991Z,"129 km WSW of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-30T23:34:48.200Z,35.8928333,-117.714,7.09,0.57,ml,16,65,0.07541,0.08,ci,ci37453957,2020-08-31T20:53:36.271Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.42,0.136,4,reviewed,ci,ci
2020-08-30T23:34:42.120Z,35.6445,-117.4491667,7.64,0.62,ml,11,118,0.05884,0.13,ci,ci39365639,2020-08-31T20:49:58.813Z,"14km SSW of Searles Valley, CA",earthquake,0.39,0.82,0.091,3,reviewed,ci,ci
2020-08-30T23:28:44.480Z,35.586,-117.4338333,6.69,0.63,ml,8,158,0.02313,0.17,ci,ci39365631,2020-08-31T14:01:21.886Z,"20km S of Searles Valley, CA",earthquake,1.01,0.5,0.117,7,reviewed,ci,ci
2020-08-30T23:25:27.530Z,34.2335,-117.4728333,8.43,1.64,ml,56,26,0.007972,0.16,ci,ci39365623,2020-09-02T17:36:39.420Z,"4km SE of Lytle Creek, CA",earthquake,0.17,0.32,0.148,63,reviewed,ci,ci
2020-08-30T23:23:00.420Z,38.1272,-118.066,9.7,0.8,ml,10,195.89,0.04,0.04,nn,nn00770884,2020-08-31T00:47:51.811Z,"29 km S of Mina, Nevada",earthquake,,8.3,,,automatic,nn,nn
2020-08-30T23:22:50.606Z,64.9655,-149.136,14.9,1,ml,,,,0.36,ak,ak020b69f4l3,2020-09-11T21:39:19.524Z,"22 km SSE of Minto, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-30T23:22:45.760Z,35.8671667,-117.6653333,7.78,0.51,ml,17,96,0.0753,0.13,ci,ci39365615,2020-09-02T01:24:38.826Z,"23km ESE of Little Lake, CA",earthquake,0.22,0.56,0.062,6,reviewed,ci,ci
2020-08-30T23:22:16.870Z,17.9196,-66.9058,14,2.58,md,16,216,0.0615,0.19,pr,pr2020243010,2020-08-31T00:21:13.402Z,"Puerto Rico region",earthquake,0.68,0.6,0.18,6,reviewed,pr,pr
2020-08-30T23:17:21.280Z,38.7966667,-122.7498333,2.01,-0.01,md,13,95,0.008672,0.03,nc,nc73451556,2020-09-02T19:06:05.489Z,"2km NNE of The Geysers, CA",earthquake,0.34,0.25,0.007,3,reviewed,nc,nc
2020-08-30T23:12:52.500Z,36.0383333,-117.7728333,1.68,0.62,ml,17,68,0.01446,0.08,ci,ci39365607,2020-08-31T16:35:13.441Z,"16km E of Coso Junction, CA",earthquake,0.14,0.12,0.064,3,reviewed,ci,ci
2020-08-30T23:09:59.310Z,39.3595,-123.2525,6.05,1.56,md,17,110,0.06934,0.08,nc,nc73451551,2020-09-10T09:36:03.862Z,"10km ESE of Willits, CA",earthquake,0.27,0.78,0.167,17,reviewed,nc,nc
2020-08-30T23:05:47.750Z,17.962,-66.9785,8,2.75,md,19,188,0.0661,0.21,pr,pr2020243009,2020-08-30T23:38:45.654Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.41,0.63,0.3,10,reviewed,pr,pr
